index,forest_length,likelihood,prior,posterior,leaves
1909,2.89266,-5006.21,-41.7846,-5047.99,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1910,3.34409,-5455.06,-41.7817,-5496.84,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1911,3.28877,-5233.51,-41.7898,-5275.3,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1912,3.17462,-5040.06,-41.7782,-5081.84,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1913,2.60309,-4933.34,-41.7897,-4975.13,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1914,3.5546,-5281.8,-41.8084,-5323.61,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1915,3.27852,-5146.96,-41.7929,-5188.76,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1916,3.38439,-5276.78,-41.791,-5318.57,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1917,3.12531,-5049.6,-41.7922,-5091.39,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1918,3.27864,-5029.05,-41.7894,-5070.84,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1919,3.16298,-5056.48,-41.7786,-5098.26,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1920,3.25648,-5123.8,-41.7852,-5165.59,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1921,3.40997,-5358.15,-41.7934,-5399.94,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1922,3.084,-5142.75,-41.7758,-5184.53,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1923,3.1567,-5119.16,-41.7657,-5160.92,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1924,3.29955,-5045.84,-41.7868,-5087.63,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1925,3.2162,-5121.36,-41.774,-5163.14,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1926,3.58717,-5102.66,-41.8165,-5144.47,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
1927,3.19138,-5049.86,-41.7947,-5091.65,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1928,3.29832,-5376.85,-41.7785,-5418.63,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1929,2.74918,-4927.41,-41.7975,-4969.21,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1930,3.29958,-5455.42,-41.7775,-5497.19,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1931,2.79667,-4930.15,-41.7879,-4971.94,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1932,3.21785,-5088.51,-41.781,-5130.29,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1933,2.84903,-5002.63,-41.7748,-5044.4,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1934,3.15007,-5005.73,-41.8034,-5047.54,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1935,3.38792,-5143.13,-41.8037,-5184.94,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1936,3.12842,-5102.04,-41.78,-5143.82,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
1937,2.98467,-5004.48,-41.8012,-5046.28,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1938,3.28041,-5090.77,-41.7883,-5132.56,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1939,3.10276,-5113.92,-41.7804,-5155.7,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1940,2.99881,-5053.31,-41.778,-5095.09,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1941,2.98713,-5098.12,-41.7661,-5139.88,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1942,3.40816,-5100.53,-41.8047,-5142.34,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
1943,3.23064,-5060.83,-41.7868,-5102.62,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1944,3.14592,-5092.04,-41.7724,-5133.81,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1945,3.3531,-5462.94,-41.7829,-5504.72,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1946,3.16436,-5145.6,-41.785,-5187.39,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1947,3.37586,-5450.92,-41.7852,-5492.7,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1948,3.33374,-5053.88,-41.8008,-5095.68,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1949,3.33255,-5054.34,-41.7916,-5096.13,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1950,3.32779,-5054.89,-41.8006,-5096.69,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1951,3.3126,-5233.5,-41.7905,-5275.29,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
1952,3.56741,-5275.74,-41.8083,-5317.55,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1953,2.46228,-4932.79,-41.7732,-4974.57,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1954,2.91293,-5050.68,-41.7712,-5092.45,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1955,3.0031,-5004.85,-41.7926,-5046.64,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1956,3.35678,-5359.34,-41.7888,-5401.13,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1957,3.12201,-5091.3,-41.7758,-5133.07,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1958,3.10142,-5040.71,-41.7678,-5082.48,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
1959,3.14141,-5142.95,-41.7771,-5184.73,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1960,3.30581,-5317.02,-41.7898,-5358.81,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1961,3.40675,-5121.16,-41.7882,-5162.95,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1962,3.67605,-5451.94,-41.8156,-5493.75,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1963,3.35772,-5372.95,-41.7845,-5414.73,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
1964,3.27073,-5145.85,-41.7971,-5187.65,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1965,3.37269,-5450.59,-41.7856,-5492.37,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1966,3.01698,-5056.52,-41.7651,-5098.28,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1967,3.31373,-5359.54,-41.7834,-5401.32,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
1968,3.44008,-5276.73,-41.7935,-5318.52,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1969,3.43479,-5278.62,-41.7975,-5320.42,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1970,3.18599,-5052.11,-41.7971,-5093.91,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1971,3.33139,-5319.15,-41.7921,-5360.94,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
1972,3.32436,-5090.64,-41.793,-5132.43,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1973,3.21218,-5114.35,-41.7949,-5156.14,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1974,3.45904,-5452.47,-41.7948,-5494.26,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1975,3.33239,-5275.25,-41.7874,-5317.03,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1976,3.26197,-5144.31,-41.7926,-5186.1,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
1977,3.51031,-5450.84,-41.7985,-5492.63,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
1978,3.48715,-5121.99,-41.7984,-5163.79,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1979,2.61725,-4928.73,-41.7809,-4970.52,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1980,3.12009,-5119.79,-41.789,-5161.58,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1981,3.2041,-5279.34,-41.7744,-5321.11,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1982,3.38658,-5053.86,-41.7958,-5095.65,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1983,3.24368,-5050.86,-41.8167,-5092.68,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1984,3.21533,-5051.64,-41.8017,-5093.44,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1985,2.6794,-4930.11,-41.7963,-4971.91,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1986,3.09715,-5004.17,-41.8007,-5045.97,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
1987,2.95095,-5054.5,-41.7722,-5096.27,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
1988,3.00418,-5029.2,-41.7684,-5070.97,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
1989,3.35959,-5051.76,-41.7927,-5093.55,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
1990,3.21502,-5122.01,-41.7742,-5163.78,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1991,2.65391,-4929.91,-41.7849,-4971.7,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
1992,3.42438,-5276.21,-41.7937,-5318.01,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1993,3.12066,-5091.71,-41.7784,-5133.49,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
1994,3.31861,-5046.55,-41.7804,-5088.33,"{t1|t10|t2|t6|t7|t9}|{t3|t4|t5|t8}"
1995,3.44102,-5101.89,-41.8118,-5143.7,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
1996,3.28849,-5279.3,-41.7789,-5321.08,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
1997,3.13877,-5125.54,-41.774,-5167.31,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
1998,3.23555,-5113.07,-41.796,-5154.86,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
1999,3.10868,-5379.72,-41.7605,-5421.48,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2000,3.11587,-5281.66,-41.7654,-5323.43,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2001,2.88507,-5055.21,-41.7723,-5096.98,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2002,3.12581,-5105.04,-41.7792,-5146.82,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2003,3.28365,-5453.24,-41.7763,-5495.01,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2004,2.60717,-4928.93,-41.7842,-4970.71,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
2005,3.24013,-5087.35,-41.7917,-5129.14,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2006,2.64555,-4934.2,-41.7969,-4976,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
2007,3.38469,-5322.18,-41.7984,-5363.98,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
2008,3.08217,-5098.49,-41.7674,-5140.25,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2009,3.02741,-5066.08,-41.7756,-5107.85,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2010,3.37719,-5360.02,-41.7903,-5401.81,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2011,3.25473,-5040.71,-41.7882,-5082.5,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2012,3.39806,-5373.19,-41.7897,-5414.98,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2013,3.22645,-5122.92,-41.7837,-5164.7,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2014,3.4115,-5278.34,-41.7913,-5320.13,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2015,3.27797,-5278.18,-41.7788,-5319.96,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2016,3.2757,-5377.85,-41.7774,-5419.63,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2017,2.96283,-5053.61,-41.7786,-5095.39,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2018,3.169,-5039.27,-41.7817,-5081.05,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2019,3.36824,-5144.77,-41.7993,-5186.57,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2020,3.31781,-5042.98,-41.7908,-5084.78,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2021,3.12686,-5053.59,-41.7831,-5095.37,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2022,3.38931,-5241.15,-41.8015,-5282.95,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
2023,3.38534,-5038.12,-41.8033,-5079.93,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2024,2.94494,-5120.77,-41.7623,-5162.53,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2025,3.39062,-5317.36,-41.7971,-5359.16,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
2026,3.09981,-5052.21,-41.786,-5094,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2027,3.19947,-5002.9,-41.8011,-5044.7,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
2028,3.37407,-5373.74,-41.7874,-5415.53,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2029,3.01933,-5117.23,-41.7726,-5159.01,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2030,3.15345,-5319.08,-41.7722,-5360.85,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
2031,3.37618,-5372.25,-41.7874,-5414.04,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2032,3.16859,-5358.86,-41.7707,-5400.63,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2033,2.94679,-5031.81,-41.7644,-5073.58,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2034,2.88834,-5006.17,-41.7752,-5047.95,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
2035,2.5906,-4931.62,-41.778,-4973.4,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
2036,3.29593,-5373.78,-41.7801,-5415.56,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2037,3.22837,-5118.52,-41.7902,-5160.31,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2038,3.05855,-5029.47,-41.7708,-5071.24,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2039,3.19229,-5239.23,-41.782,-5281.01,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
2040,3.44557,-5087.99,-41.8027,-5129.79,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2041,2.58382,-4926.62,-41.7822,-4968.41,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
2042,3.24058,-5027.62,-41.793,-5069.41,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2043,3.30228,-5315.39,-41.7885,-5357.18,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
2044,3.09553,-5234.63,-41.7714,-5276.4,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
2045,2.95901,-5005.61,-41.791,-5047.4,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
2046,3.32219,-5147.8,-41.7955,-5189.59,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2047,3.13884,-5142.47,-41.7824,-5184.25,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2048,3.24412,-5232.3,-41.7874,-5274.08,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
2049,3.10376,-5141.77,-41.77,-5183.54,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2050,3.39497,-5377.01,-41.7923,-5418.81,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2051,3.19547,-5235.95,-41.7816,-5277.73,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
2052,2.98015,-5147.78,-41.761,-5189.54,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2053,3.43552,-5059.85,-41.7989,-5101.65,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2054,3.04736,-5044.9,-41.7668,-5086.66,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2055,3.17078,-5146.09,-41.7818,-5187.88,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2056,3.27278,-5118.04,-41.8,-5159.84,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2057,3.18274,-5054.3,-41.7827,-5096.08,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2058,3.12437,-5122.22,-41.7739,-5164,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2059,3.42661,-5454.44,-41.79,-5496.23,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2060,3.40518,-5375.44,-41.7884,-5417.23,"{t1|t10|t2|t3|t4|t6|t7|t8|t9}|{t5}"
2061,3.29538,-5094.86,-41.7983,-5136.66,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2062,3.53423,-5360.11,-41.8049,-5401.92,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2063,3.06671,-5051.81,-41.7869,-5093.6,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2064,3.68367,-5453.14,-41.8169,-5494.95,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2065,3.40209,-5456.78,-41.7878,-5498.56,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2066,3.22885,-5454.88,-41.7711,-5496.65,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2067,3.07663,-5096.68,-41.7759,-5138.46,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2068,3.13432,-5150.33,-41.7775,-5192.11,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2069,3.24618,-5056.32,-41.7889,-5098.11,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2070,3.36849,-5454.24,-41.7852,-5496.02,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2071,3.15347,-5054.24,-41.7993,-5096.04,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2072,3.0397,-5051.14,-41.7807,-5092.92,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2073,3.42839,-5231.5,-41.8038,-5273.3,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
2074,3.51563,-5317.86,-41.8133,-5359.68,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
2075,3.15252,-5125.72,-41.7735,-5167.5,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2076,3.10006,-5115.66,-41.7831,-5157.44,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2077,3.21148,-5086.43,-41.7827,-5128.21,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2078,3.28426,-5140.98,-41.7941,-5182.77,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2079,3.15156,-5314.28,-41.7758,-5356.05,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
2080,3.61337,-5456.73,-41.8094,-5498.54,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2081,3.32866,-5280.55,-41.7873,-5322.34,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2082,3.0198,-5091.15,-41.7752,-5132.92,"{t1|t10|t3|t4|t5|t6|t8|t9}|{t2|t7}"
2083,3.31095,-5276.57,-41.7843,-5318.35,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2084,3.16573,-5051.45,-41.7849,-5093.23,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2085,3.31024,-5277.5,-41.7829,-5319.28,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2086,3.56864,-5119.91,-41.8076,-5161.71,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2087,3.31709,-5122.22,-41.7934,-5164.01,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2088,3.28961,-5121.93,-41.7825,-5163.71,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2089,3.1931,-5127.13,-41.7774,-5168.91,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2090,3.40876,-5032.96,-41.8167,-5074.78,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2091,3.3238,-5119.86,-41.7843,-5161.64,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2092,3.37845,-5120.58,-41.7873,-5162.37,"{t1|t2|t3|t4|t5|t6|t7|t8|t9}|{t10}"
2093,3.39857,-5040.32,-41.8126,-5082.13,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2094,2.84939,-5005.1,-41.7766,-5046.88,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
2095,3.32976,-5454.21,-41.7808,-5495.99,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2096,3.17447,-5102.53,-41.7859,-5144.32,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2097,3.36611,-5280.82,-41.7883,-5322.61,"{t1|t10|t3|t4|t5|t6|t7|t8|t9}|{t2}"
2098,3.21421,-5234.22,-41.7816,-5276,"{t1|t10|t2|t3|t4|t5|t6|t8|t9}|{t7}"
2099,3.13799,-5101.86,-41.7839,-5143.65,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2100,3.38094,-5053.9,-41.7986,-5095.69,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2101,3.25417,-5147.22,-41.7914,-5189.01,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2102,3.20156,-5105.45,-41.7899,-5147.24,"{t1|t10|t2|t3|t4|t5|t7|t8}|{t6|t9}"
2103,3.4809,-5040.12,-41.8123,-5081.93,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2104,3.3092,-5040.8,-41.7876,-5082.59,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2105,3.34196,-5054.56,-41.81,-5096.37,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2106,3.39449,-5318.09,-41.7976,-5359.89,"{t1|t10|t2|t3|t4|t5|t6|t7|t9}|{t8}"
2107,2.83561,-5060.04,-41.7689,-5101.81,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2108,3.18111,-5144.48,-41.7808,-5186.26,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2109,3.29207,-5043.23,-41.7817,-5085.01,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2110,3.3993,-5038,-41.8141,-5079.81,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2111,2.98419,-5002.37,-41.787,-5044.16,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
2112,2.85833,-5007.51,-41.7819,-5049.29,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
2113,3.21501,-5050.67,-41.8044,-5092.48,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2114,2.66431,-4931.34,-41.7881,-4973.12,"{t10|t6|t9}|{t1|t2|t3|t4|t5|t7|t8}"
2115,3.31863,-5453.03,-41.7794,-5494.81,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2116,3.1678,-5053.38,-41.7766,-5095.16,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2117,3.10275,-5050.45,-41.791,-5092.24,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
2118,3.0969,-5006.72,-41.8001,-5048.52,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
2119,3.02219,-5058.12,-41.7659,-5099.89,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2120,3.2302,-5113.98,-41.7917,-5155.78,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2121,3.36082,-5037.36,-41.7837,-5079.15,"{t10|t3|t6|t9}|{t1|t2|t4|t5|t7|t8}"
2122,3.44388,-5450.67,-41.7928,-5492.46,"{t1|t10|t2|t3|t5|t6|t7|t8|t9}|{t4}"
2123,3.30982,-5032.8,-41.8035,-5074.61,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2124,3.53256,-5360.06,-41.8079,-5401.87,"{t1|t10|t2|t3|t5|t6|t7|t9}|{t4|t8}"
2125,3.12416,-5111.94,-41.7873,-5153.72,"{t1|t10|t2|t3|t4|t5|t6|t7|t8}|{t9}"
2126,3.1327,-5143.74,-41.7779,-5185.52,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2127,3.22145,-5040.58,-41.7908,-5082.37,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2128,3.24789,-5002.85,-41.8186,-5044.67,"{t1|t10|t2|t4|t5|t6|t7|t8|t9}|{t3}"
2129,3.22339,-5039.46,-41.7878,-5081.24,"{t10|t4|t5|t6|t8|t9}|{t1|t2|t3|t7}"
2130,3.28861,-5023.52,-41.7942,-5065.32,"{t10|t3|t4|t5|t6|t8|t9}|{t1|t2|t7}"
2131,3.48759,-5149.31,-41.8181,-5191.12,"{t1|t10|t2|t3|t4|t5|t7|t8|t9}|{t6}"
2132,3.03943,-5056.15,-41.7726,-5097.93,"{t1|t10|t2|t3|t6|t7|t9}|{t4|t5|t8}"
2133,3.23808,-5050.74,-41.8076,-5092.55,"{t10|t2|t3|t4|t5|t6|t7|t8|t9}|{t1}"
